name,url,type,website
Levonorgestrel And Ethinyl Estradiol (Oral Route),https://www.mayoclinic.org//drugs-supplements/levonorgestrel-and-ethinyl-estradiol-oral-route/description/drg-20406441,drug,Mayo Clinic
Desogestrel And Ethinyl Estradiol (Oral Route),https://www.mayoclinic.org//drugs-supplements/desogestrel-and-ethinyl-estradiol-oral-route/description/drg-20061362,drug,Mayo Clinic
Satralizumab-Mwge (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/satralizumab-mwge-subcutaneous-route/description/drg-20502481,drug,Mayo Clinic
Betamethasone And Calcipotriene (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/betamethasone-and-calcipotriene-topical-application-route/description/drg-20071863,drug,Mayo Clinic
Entacapone (Oral Route),https://www.mayoclinic.org//drugs-supplements/entacapone-oral-route/description/drg-20063621,drug,Mayo Clinic
Finasteride And Tadalafil (Oral Route),https://www.mayoclinic.org//drugs-supplements/finasteride-and-tadalafil-oral-route/description/drg-20528252,drug,Mayo Clinic
Entecavir (Oral Route),https://www.mayoclinic.org//drugs-supplements/entecavir-oral-route/description/drg-20063656,drug,Mayo Clinic
Immune Globulin Bovine (Oral Route),https://www.mayoclinic.org//drugs-supplements/immune-globulin-bovine-oral-route/description/drg-20110230,drug,Mayo Clinic
Aspirin (Oral Route),https://www.mayoclinic.org//drugs-supplements/aspirin-oral-route/description/drg-20152665,drug,Mayo Clinic
Alvimopan (Oral Route),https://www.mayoclinic.org//drugs-supplements/alvimopan-oral-route/description/drg-20071969,drug,Mayo Clinic
Glutamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/glutamine-oral-route/description/drg-20064099,drug,Mayo Clinic
Cholecystographic Agent (Oral Route),https://www.mayoclinic.org//drugs-supplements/cholecystographic-agent-oral-route/description/drg-20070691,drug,Mayo Clinic
Barium Sulfate (Oral Route),https://www.mayoclinic.org//drugs-supplements/barium-sulfate-oral-route/description/drg-20062255,drug,Mayo Clinic
Budesonide (Oral Route),https://www.mayoclinic.org//drugs-supplements/budesonide-oral-route/description/drg-20073233,drug,Mayo Clinic
"Corticosteroid (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/corticosteroid-oral-route-parenteral-route/description/drg-20070491,drug,Mayo Clinic
Entrectinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/entrectinib-oral-route/description/drg-20470004,drug,Mayo Clinic
Sacubitril And Valsartan (Oral Route),https://www.mayoclinic.org//drugs-supplements/sacubitril-and-valsartan-oral-route/description/drg-20150920,drug,Mayo Clinic
Vedolizumab (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/vedolizumab-intravenous-route/description/drg-20110147,drug,Mayo Clinic
Lactulose (Oral Route),https://www.mayoclinic.org//drugs-supplements/lactulose-oral-route/description/drg-20528356,drug,Mayo Clinic
Tacrolimus (Oral Route),https://www.mayoclinic.org//drugs-supplements/tacrolimus-oral-route/description/drg-20068314,drug,Mayo Clinic
Enzalutamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/enzalutamide-oral-route/description/drg-20075790,drug,Mayo Clinic
"Measles And Rubella Virus Vaccine Live (Intramuscular Route, Injection Route)",https://www.mayoclinic.org//drugs-supplements/measles-and-rubella-virus-vaccine-live-intramuscular-route-injection-route/description/drg-20062133,drug,Mayo Clinic
Gadoxetate (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/gadoxetate-intravenous-route/description/drg-20072068,drug,Mayo Clinic
Enalapril (Oral Route),https://www.mayoclinic.org//drugs-supplements/enalapril-oral-route/description/drg-20069221,drug,Mayo Clinic
Omega-3-Carboxylic Acids (Oral Route),https://www.mayoclinic.org//drugs-supplements/omega-3-carboxylic-acids-oral-route/description/drg-20095342,drug,Mayo Clinic
Sofosbuvir And Velpatasvir (Oral Route),https://www.mayoclinic.org//drugs-supplements/sofosbuvir-and-velpatasvir-oral-route/description/drg-20312336,drug,Mayo Clinic
Epcoritamab-Bysp (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/epcoritamab-bysp-subcutaneous-route/description/drg-20551227,drug,Mayo Clinic
Ephedrine (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/ephedrine-intravenous-route/description/drg-20406071,drug,Mayo Clinic
Cholecystographic Agent (Oral Route),https://www.mayoclinic.org//drugs-supplements/cholecystographic-agent-oral-route/description/drg-20070691,drug,Mayo Clinic
Barium Sulfate (Oral Route),https://www.mayoclinic.org//drugs-supplements/barium-sulfate-oral-route/description/drg-20062255,drug,Mayo Clinic
Cannabidiol (Oral Route),https://www.mayoclinic.org//drugs-supplements/cannabidiol-oral-route/description/drg-20443842,drug,Mayo Clinic
Adapalene And Benzoyl Peroxide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/adapalene-and-benzoyl-peroxide-topical-application-route/description/drg-20072549,drug,Mayo Clinic
Adapalene And Benzoyl Peroxide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/adapalene-and-benzoyl-peroxide-topical-application-route/description/drg-20072549,drug,Mayo Clinic
Valproate Sodium (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/valproate-sodium-intravenous-route/description/drg-20072601,drug,Mayo Clinic
Epinephrine (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-ophthalmic-route/description/drg-20137785,drug,Mayo Clinic
Epinastine (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/epinastine-ophthalmic-route/description/drg-20063663,drug,Mayo Clinic
Epinephrine (Inhalation Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-inhalation-route/description/drg-20452259,drug,Mayo Clinic
Epinephrine (Injection Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-injection-route/description/drg-20072429,drug,Mayo Clinic
Epinephrine (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-ophthalmic-route/description/drg-20137785,drug,Mayo Clinic
Epinephrine (Injection Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-injection-route/description/drg-20072429,drug,Mayo Clinic
Epinephrine (Injection Route),https://www.mayoclinic.org//drugs-supplements/epinephrine-injection-route/description/drg-20072429,drug,Mayo Clinic
Epirubicin (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/epirubicin-intravenous-route/description/drg-20063685,drug,Mayo Clinic
Cholecystographic Agent (Oral Route),https://www.mayoclinic.org//drugs-supplements/cholecystographic-agent-oral-route/description/drg-20070691,drug,Mayo Clinic
Barium Sulfate (Oral Route),https://www.mayoclinic.org//drugs-supplements/barium-sulfate-oral-route/description/drg-20062255,drug,Mayo Clinic
Carbamazepine (Oral Route),https://www.mayoclinic.org//drugs-supplements/carbamazepine-oral-route/description/drg-20062739,drug,Mayo Clinic
Lamivudine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lamivudine-oral-route/description/drg-20064446,drug,Mayo Clinic
Lamivudine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lamivudine-oral-route/description/drg-20064446,drug,Mayo Clinic
Lamivudine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lamivudine-oral-route/description/drg-20064446,drug,Mayo Clinic
Epcoritamab-Bysp (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/epcoritamab-bysp-subcutaneous-route/description/drg-20551227,drug,Mayo Clinic
Eplerenone (Oral Route),https://www.mayoclinic.org//drugs-supplements/eplerenone-oral-route/description/drg-20063677,drug,Mayo Clinic
Epoetin Alfa (Injection Route),https://www.mayoclinic.org//drugs-supplements/epoetin-alfa-injection-route/description/drg-20068065,drug,Mayo Clinic
Epoetin Alfa-Epbx (Injection Route),https://www.mayoclinic.org//drugs-supplements/epoetin-alfa-epbx-injection-route/description/drg-20443760,drug,Mayo Clinic
Epoetin Alfa (Injection Route),https://www.mayoclinic.org//drugs-supplements/epoetin-alfa-injection-route/description/drg-20068065,drug,Mayo Clinic
Epoprostenol (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/epoprostenol-intravenous-route/description/drg-20063700,drug,Mayo Clinic
Etoposide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/etoposide-intravenous-route/description/drg-20063769,drug,Mayo Clinic
Topiramate (Oral Route),https://www.mayoclinic.org//drugs-supplements/topiramate-oral-route/description/drg-20067047,drug,Mayo Clinic
Eprosartan (Oral Route),https://www.mayoclinic.org//drugs-supplements/eprosartan-oral-route/description/drg-20063692,drug,Mayo Clinic
Eprosartan And Hydrochlorothiazide (Oral Route),https://www.mayoclinic.org//drugs-supplements/eprosartan-and-hydrochlorothiazide-oral-route/description/drg-20074921,drug,Mayo Clinic
"Magnesium Sulfate (Oral Route, Topical Application Route, Route Not Applicable)",https://www.mayoclinic.org//drugs-supplements/magnesium-sulfate-oral-route-topical-application-route-route-not-applicable/description/drg-20088513,drug,Mayo Clinic
"Magnesium Sulfate (Oral Route, Topical Application Route, Route Not Applicable)",https://www.mayoclinic.org//drugs-supplements/magnesium-sulfate-oral-route-topical-application-route-route-not-applicable/description/drg-20088513,drug,Mayo Clinic
Eptifibatide (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eptifibatide-intravenous-route/description/drg-20074896,drug,Mayo Clinic
Eptinezumab-Jjmr (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eptinezumab-jjmr-intravenous-route/description/drg-20484162,drug,Mayo Clinic
Abacavir And Lamivudine (Oral Route),https://www.mayoclinic.org//drugs-supplements/abacavir-and-lamivudine-oral-route/description/drg-20062798,drug,Mayo Clinic
Meprobamate And Aspirin (Oral Route),https://www.mayoclinic.org//drugs-supplements/meprobamate-and-aspirin-oral-route/description/drg-20062231,drug,Mayo Clinic
Ibuprofen (Oral Route),https://www.mayoclinic.org//drugs-supplements/ibuprofen-oral-route/description/drg-20070602,drug,Mayo Clinic
"Antihistamine (Oral Route, Parenteral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-oral-route-parenteral-route-rectal-route/description/drg-20070373,drug,Mayo Clinic
Carbamazepine (Oral Route),https://www.mayoclinic.org//drugs-supplements/carbamazepine-oral-route/description/drg-20062739,drug,Mayo Clinic
Simethicone (Oral Route),https://www.mayoclinic.org//drugs-supplements/simethicone-oral-route/description/drg-20068838,drug,Mayo Clinic
Eravacycline (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eravacycline-intravenous-route/description/drg-20444015,drug,Mayo Clinic
Anidulafungin (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/anidulafungin-intravenous-route/description/drg-20068124,drug,Mayo Clinic
Cetuximab (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/cetuximab-intravenous-route/description/drg-20068338,drug,Mayo Clinic
Erdafitinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/erdafitinib-oral-route/description/drg-20461324,drug,Mayo Clinic
Etanercept-Szzs (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-szzs-subcutaneous-route/description/drg-20310893,drug,Mayo Clinic
Etanercept (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/etanercept-subcutaneous-route/description/drg-20066850,drug,Mayo Clinic
Erenumab-Aooe (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/erenumab-aooe-subcutaneous-route/description/drg-20443746,drug,Mayo Clinic
Ergocalciferol (Oral Route),https://www.mayoclinic.org//drugs-supplements/ergocalciferol-oral-route/description/drg-20523253,drug,Mayo Clinic
"Ergoloid Mesylates (Oral Route, Sublingual Route)",https://www.mayoclinic.org//drugs-supplements/ergoloid-mesylates-oral-route-sublingual-route/description/drg-20063714,drug,Mayo Clinic
Ergotamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/ergotamine-oral-route/description/drg-20526910,drug,Mayo Clinic
Ergotamine And Caffeine (Oral Route),https://www.mayoclinic.org//drugs-supplements/ergotamine-and-caffeine-oral-route/description/drg-20528264,drug,Mayo Clinic
Ergotamine And Caffeine (Rectal Route),https://www.mayoclinic.org//drugs-supplements/ergotamine-and-caffeine-rectal-route/description/drg-20528276,drug,Mayo Clinic
Eribulin (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/eribulin-intravenous-route/description/drg-20074639,drug,Mayo Clinic
Vismodegib (Oral Route),https://www.mayoclinic.org//drugs-supplements/vismodegib-oral-route/description/drg-20075421,drug,Mayo Clinic
Apalutamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/apalutamide-oral-route/description/drg-20444464,drug,Mayo Clinic
Erlotinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/erlotinib-oral-route/description/drg-20067325,drug,Mayo Clinic
"Progestin (Oral Route, Parenteral Route, Vaginal Route)",https://www.mayoclinic.org//drugs-supplements/progestin-oral-route-parenteral-route-vaginal-route/description/drg-20069443,drug,Mayo Clinic
"Progestin Contraceptives (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/progestin-contraceptives-oral-route-parenteral-route/description/drg-20070184,drug,Mayo Clinic
Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/norethindrone-oral-route/description/drg-20137986,drug,Mayo Clinic
Sertaconazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/sertaconazole-topical-route/description/drg-20065915,drug,Mayo Clinic
Ertapenem (Injection Route),https://www.mayoclinic.org//drugs-supplements/ertapenem-injection-route/description/drg-20067137,drug,Mayo Clinic
Ertugliflozin (Oral Route),https://www.mayoclinic.org//drugs-supplements/ertugliflozin-oral-route/description/drg-20406661,drug,Mayo Clinic
Ertugliflozin And Metformin (Oral Route),https://www.mayoclinic.org//drugs-supplements/ertugliflozin-and-metformin-oral-route/description/drg-20406689,drug,Mayo Clinic
Ertugliflozin And Sitagliptin (Oral Route),https://www.mayoclinic.org//drugs-supplements/ertugliflozin-and-sitagliptin-oral-route/description/drg-20406654,drug,Mayo Clinic
"Ebola Zaire Vaccine, Live (Intramuscular Route)",https://www.mayoclinic.org//drugs-supplements/ebola-zaire-vaccine-live-intramuscular-route/description/drg-20481641,drug,Mayo Clinic
Asparaginase Erwinia Chrysanthemi (Injection Route),https://www.mayoclinic.org//drugs-supplements/asparaginase-erwinia-chrysanthemi-injection-route/description/drg-20075340,drug,Mayo Clinic
Erythromycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-topical-route/description/drg-20068690,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-topical-route/description/drg-20068690,drug,Mayo Clinic
Erythromycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-topical-route/description/drg-20068690,drug,Mayo Clinic
Erythromycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-topical-route/description/drg-20068690,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-intravenous-route/description/drg-20075539,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-ophthalmic-route/description/drg-20068673,drug,Mayo Clinic
Erythromycin (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-intravenous-route/description/drg-20075539,drug,Mayo Clinic
Erythromycin (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-ophthalmic-route/description/drg-20068673,drug,Mayo Clinic
Erythromycin (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-oral-route/description/drg-20075495,drug,Mayo Clinic
Erythromycin (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-topical-route/description/drg-20068690,drug,Mayo Clinic
Erythromycin And Benzoyl Peroxide (Topical Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-and-benzoyl-peroxide-topical-route/description/drg-20061932,drug,Mayo Clinic
Erythromycin And Sulfisoxazole (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-and-sulfisoxazole-oral-route/description/drg-20061941,drug,Mayo Clinic
Erythromycin And Sulfisoxazole (Oral Route),https://www.mayoclinic.org//drugs-supplements/erythromycin-and-sulfisoxazole-oral-route/description/drg-20061941,drug,Mayo Clinic
Pirfenidone (Oral Route),https://www.mayoclinic.org//drugs-supplements/pirfenidone-oral-route/description/drg-20122610,drug,Mayo Clinic
Escitalopram (Oral Route),https://www.mayoclinic.org//drugs-supplements/escitalopram-oral-route/description/drg-20063707,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
Physostigmine (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/physostigmine-ophthalmic-route/description/drg-20065489,drug,Mayo Clinic
"Antiglaucoma Agent, Cholinergic, Long-Acting (Ophthalmic Route)",https://www.mayoclinic.org//drugs-supplements/antiglaucoma-agent-cholinergic-long-acting-ophthalmic-route/description/drg-20070564,drug,Mayo Clinic
"Butalbital, Acetaminophen, And Caffeine (Oral Route)",https://www.mayoclinic.org//drugs-supplements/butalbital-acetaminophen-and-caffeine-oral-route/description/drg-20075393,drug,Mayo Clinic
Butalbital And Acetaminophen Combination (Oral Route),https://www.mayoclinic.org//drugs-supplements/butalbital-and-acetaminophen-combination-oral-route/description/drg-20070042,drug,Mayo Clinic
"Butalbital, Acetaminophen, And Caffeine (Oral Route)",https://www.mayoclinic.org//drugs-supplements/butalbital-acetaminophen-and-caffeine-oral-route/description/drg-20075393,drug,Mayo Clinic
Butalbital And Acetaminophen Combination (Oral Route),https://www.mayoclinic.org//drugs-supplements/butalbital-and-acetaminophen-combination-oral-route/description/drg-20070042,drug,Mayo Clinic
Lithium (Oral Route),https://www.mayoclinic.org//drugs-supplements/lithium-oral-route/description/drg-20064603,drug,Mayo Clinic
Lithium (Oral Route),https://www.mayoclinic.org//drugs-supplements/lithium-oral-route/description/drg-20064603,drug,Mayo Clinic
Hydrogen Peroxide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/hydrogen-peroxide-topical-application-route/description/drg-20406699,drug,Mayo Clinic
Esketamine (Nasal Route),https://www.mayoclinic.org//drugs-supplements/esketamine-nasal-route/description/drg-20458442,drug,Mayo Clinic
Eslicarbazepine (Oral Route),https://www.mayoclinic.org//drugs-supplements/eslicarbazepine-oral-route/description/drg-20084844,drug,Mayo Clinic
Esmolol (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/esmolol-intravenous-route/description/drg-20071133,drug,Mayo Clinic
Esmolol (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/esmolol-intravenous-route/description/drg-20071133,drug,Mayo Clinic
Cholecystographic Agent (Oral Route),https://www.mayoclinic.org//drugs-supplements/cholecystographic-agent-oral-route/description/drg-20070691,drug,Mayo Clinic
Barium Sulfate (Oral Route),https://www.mayoclinic.org//drugs-supplements/barium-sulfate-oral-route/description/drg-20062255,drug,Mayo Clinic
Esomeprazole (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/esomeprazole-intravenous-route/description/drg-20068345,drug,Mayo Clinic
Esomeprazole (Oral Route),https://www.mayoclinic.org//drugs-supplements/esomeprazole-oral-route/description/drg-20074322,drug,Mayo Clinic
Esomeprazole Strontium (Oral Route),https://www.mayoclinic.org//drugs-supplements/esomeprazole-strontium-oral-route/description/drg-20061248,drug,Mayo Clinic
Cholecystographic Agent (Oral Route),https://www.mayoclinic.org//drugs-supplements/cholecystographic-agent-oral-route/description/drg-20070691,drug,Mayo Clinic
Barium Sulfate (Oral Route),https://www.mayoclinic.org//drugs-supplements/barium-sulfate-oral-route/description/drg-20062255,drug,Mayo Clinic
"Antihemophilic Factor (Recombinant), Glycopegylated-Exei (Intravenous Route)",https://www.mayoclinic.org//drugs-supplements/antihemophilic-factor-recombinant-glycopegylated-exei-intravenous-route/description/drg-20458435,drug,Mayo Clinic
Antihemophilic Factor (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/antihemophilic-factor-intravenous-route/description/drg-20068497,drug,Mayo Clinic
Esterified Estrogens And Methyltestosterone (Oral Route),https://www.mayoclinic.org//drugs-supplements/esterified-estrogens-and-methyltestosterone-oral-route/description/drg-20073253,drug,Mayo Clinic
"Estrogen/Androgen Combination (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-androgen-combination-oral-route-parenteral-route/description/drg-20069917,drug,Mayo Clinic
Estradiol And Norethindrone (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-norethindrone-transdermal-route/description/drg-20061335,drug,Mayo Clinic
Estradiol And Norethindrone (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-norethindrone-transdermal-route/description/drg-20061335,drug,Mayo Clinic
Coal Tar (Topical Route),https://www.mayoclinic.org//drugs-supplements/coal-tar-topical-route/description/drg-20068614,drug,Mayo Clinic
Ethinyl Estradiol And Norgestimate (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norgestimate-oral-route/description/drg-20061380,drug,Mayo Clinic
Estazolam (Oral Route),https://www.mayoclinic.org//drugs-supplements/estazolam-oral-route/description/drg-20072253,drug,Mayo Clinic
Esterified Estrogens And Methyltestosterone (Oral Route),https://www.mayoclinic.org//drugs-supplements/esterified-estrogens-and-methyltestosterone-oral-route/description/drg-20073253,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estrogen And Progestin Combination (Ovarian Hormone Therapy) (Oral Route),https://www.mayoclinic.org//drugs-supplements/estrogen-and-progestin-combination-ovarian-hormone-therapy-oral-route/description/drg-20070172,drug,Mayo Clinic
Estradiol (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-vaginal-route/description/drg-20075648,drug,Mayo Clinic
"Estrogen/Androgen Combination (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-androgen-combination-oral-route-parenteral-route/description/drg-20069917,drug,Mayo Clinic
Estrogen (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estrogen-vaginal-route/description/drg-20069459,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
Estradiol (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-vaginal-route/description/drg-20075648,drug,Mayo Clinic
Estradiol And Dienogest (Oral Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-dienogest-oral-route/description/drg-20074271,drug,Mayo Clinic
Estradiol And Levonorgestrel (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-levonorgestrel-transdermal-route/description/drg-20112971,drug,Mayo Clinic
Estradiol And Medroxyprogesterone (Intramuscular Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-medroxyprogesterone-intramuscular-route/description/drg-20068505,drug,Mayo Clinic
Estradiol And Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-norethindrone-oral-route/description/drg-20095129,drug,Mayo Clinic
Estradiol And Norethindrone (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-norethindrone-transdermal-route/description/drg-20061335,drug,Mayo Clinic
Estradiol And Progesterone (Oral Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-progesterone-oral-route/description/drg-20452213,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
Estramustine (Oral Route),https://www.mayoclinic.org//drugs-supplements/estramustine-oral-route/description/drg-20063721,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
Esterified Estrogens And Methyltestosterone (Oral Route),https://www.mayoclinic.org//drugs-supplements/esterified-estrogens-and-methyltestosterone-oral-route/description/drg-20073253,drug,Mayo Clinic
"Estrogen/Androgen Combination (Oral Route, Parenteral Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-androgen-combination-oral-route-parenteral-route/description/drg-20069917,drug,Mayo Clinic
Estradiol (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-vaginal-route/description/drg-20075648,drug,Mayo Clinic
Estrogen (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estrogen-vaginal-route/description/drg-20069459,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estradiol (Transdermal Route),https://www.mayoclinic.org//drugs-supplements/estradiol-transdermal-route/description/drg-20075306,drug,Mayo Clinic
"Estrogen (Oral Route, Parenteral Route, Topical Application Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/estrogen-oral-route-parenteral-route-topical-application-route-transdermal-route/description/drg-20069495,drug,Mayo Clinic
Estrogen (Vaginal Route),https://www.mayoclinic.org//drugs-supplements/estrogen-vaginal-route/description/drg-20069459,drug,Mayo Clinic
