name,url
carrot,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1472/carrot
cascara sagrada,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-773/cascara-sagrada
cascarilla,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-181/cascarilla
casein peptides,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1107/casein-peptides
casein protein,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1575/casein-protein
cashew,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-10/cashew
cassava,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1473/cassava
cassia auriculata,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1094/cassia-auriculata
cassia cinnamon,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1002/cassia-cinnamon
cassia nomame,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1504/cassia-nomame
cassie absolute,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-612/cassie-absolute
castor bean,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-897/castor-bean
castoreum,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-315/castoreum
cat's claw,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-395/cats-claw
cat's foot,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-53/cats-foot
catechu,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-394/catechu
catnip,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-831/catnip
catuaba,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-396/catuaba
cauliflower,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1478/cauliflower
celery,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-882/celery
centaury,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-399/centaury
cereus,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-711/cereus
cesium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1064/cesium
cetylated fatty acids (cfas),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-400/cetylated-fatty-acids-cfas
ceylon cinnamon,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-330/ceylon-cinnamon
ceylon leadwort,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1612/ceylon-leadwort
cha de bugre,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1124/cha-de-bugre
chaga,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1474/chaga
chanca piedra,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-441/chanca-piedra
chaparral,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-791/chaparral
chaulmoogra,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-621/chaulmoogra
cheken,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-401/cheken
chelation therapy products,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1032/chelation-therapy-products
chenopodium oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-898/chenopodium-oil
chervil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-250/chervil
chia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1224/chia
chickweed,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-622/chickweed
chicory,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-92/chicory
chinese cucumber,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-112/chinese-cucumber
chinese mallow,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1150/chinese-mallow
chinese prickly ash,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1121/chinese-prickly-ash
chirata,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-624/chirata
chitosan,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-625/chitosan
chive,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-403/chive
chlorella,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-907/chlorella
chlorine dioxide,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1622/chlorine-dioxide
chlorophyll,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-712/chlorophyll
chlorophyllin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-626/chlorophyllin
chokeberry,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1558/chokeberry
choline,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-436/choline
chondroitin sulfate,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-744/chondroitin-sulfate
chromium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-932/chromium
chrysanthemum,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-904/chrysanthemum
chrysin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1047/chrysin
chuchuhuasi,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1475/chuchuhuasi
chymotrypsin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-405/chymotrypsin
cilantro,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1533/cilantro
cinchona,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-406/cinchona
cissus quadrangularis,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1166/cissus-quadrangularis
cistanche deserticola,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1592/cistanche-deserticola
citicoline,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1090/citicoline
citric acid,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1688/citric-acid
citronella oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-627/citronella-oil
clary sage,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-407/clary-sage
clay,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1476/clay
clematis recta,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-628/clematis-recta
clivers,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-159/clivers
clove,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-251/clove
clown's mustard plant,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1036/clowns-mustard-plant
clubmoss,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-18/clubmoss
cnidium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1098/cnidium
cobalt,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1613/cobalt
coca,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-748/coca
cocillana,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-408/cocillana
cocoa,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-812/cocoa
coconut,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1492/coconut
coconut oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1092/coconut-oil
coconut water,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1261/coconut-water
cod liver oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1040/cod-liver-oil
codonopsis,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-630/codonopsis
coenzyme q10,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-938/coenzyme-q10
coffee,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-980/coffee
coffee charcoal,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-33/coffee-charcoal
cola nut,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-937/cola-nut
coleus,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1044/coleus
collagen peptides,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1606/collagen-peptides
collagen type i (native),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1610/collagen-type-i-native
collagen type ii (native),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-714/collagen-type-ii-native
collard,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1483/collard
colloidal minerals,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-409/colloidal-minerals
colloidal silver,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-779/colloidal-silver
colocynth,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-798/colocynth
coltsfoot,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-730/coltsfoot
columbine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-176/columbine
combretum micranthum,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-495/combretum-micranthum
comfrey,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-295/comfrey
common stonecrop,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-13/common-stonecrop
condurango,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-631/condurango
conjugated linoleic acid (cla),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-826/conjugated-linoleic-acid-cla
copaiba balsam,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-412/copaiba-balsam
copper,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-902/copper
coral,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-438/coral
cordyceps,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-602/cordyceps
coriander,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-117/coriander
corkwood tree,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-461/corkwood-tree
corn poppy,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-525/corn-poppy
corn silk,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-140/corn-silk
cornflower,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-414/cornflower
corydalis yanhusuo,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-415/corydalis-yanhusuo
costus,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-855/costus
cotton,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-416/cotton
couch grass,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1490/couch-grass
cowhage,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1020/cowhage
cowslip,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-165/cowslip
cramp bark,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-746/cramp-bark
cranberry,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-958/cranberry
creatine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-873/creatine
croton seeds,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-462/croton-seeds
cubebs,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-518/cubebs
cucumber,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1639/cucumber
cudweed,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-634/cudweed
cumin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-635/cumin
cursed buttercup,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-55/cursed-buttercup
cyanostane [fast facts],https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1661/cyanostane-%5bfast-facts%5d
cyclamen,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-420/cyclamen
cypress,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-421/cypress
d-mannose,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1114/d-mannose
daffodil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-79/daffodil
damiana,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-703/damiana
dandelion,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-706/dandelion
danshen,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-931/danshen
date palm,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-423/date-palm
datura wrightii,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1491/datura-wrightii
deanol,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-524/deanol
deer velvet,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-808/deer-velvet
delta-8-tetrahydrocannabinol (delta-8-thc),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1653/delta-8-tetrahydrocannabinol-delta-8-thc
delta-9-tetrahydrocannabinol (thc),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1690/delta-9-tetrahydrocannabinol-thc
dendrobium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1263/dendrobium
desert parsley,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1275/desert-parsley
devil's claw,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-984/devils-claw
devil's club,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-732/devils-club
dhea,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-331/dhea
diacylglycerol,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1069/diacylglycerol
diatomaceous earth,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1531/diatomaceous-earth
diindolylmethane,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1049/diindolylmethane
diiodothyronine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1136/diiodothyronine
dill,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-463/dill
dimethylglycine (dmg),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-859/dimethylglycine-dmg
dimethylhexylamine (dmha),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1538/dimethylhexylamine-dmha
dimethylsulfoxide (dmso),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-874/dimethylsulfoxide-dmso
diosmin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1030/diosmin
divi-divi,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-425/divi-divi
docosahexaenoic acid (dha),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-864/docosahexaenoic-acid-dha
dodder,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-17/dodder
dolomite,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-29/dolomite
dong quai,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-936/dong-quai
douglas fir,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-494/douglas-fir
dragon fruit,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1580/dragon-fruit
dragon's blood,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-30/dragons-blood
duckweed,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-426/duckweed
dulse,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1628/dulse
durabolin - [fast facts],https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1632/durabolin-%5bfast-facts%5d
durian,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1458/durian
dusty miller,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-322/dusty-miller
dwarf elder,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-427/dwarf-elder
dwarf pine needle,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-428/dwarf-pine-needle
dyer's broom,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-16/dyers-broom
dymethazine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1627/dymethazine
eastern hemlock,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-521/eastern-hemlock
eastern red cedar,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1118/eastern-red-cedar
ecdysteroids,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1075/ecdysteroids
echinacea,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-981/echinacea
ecklonia cava,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1248/ecklonia-cava
eicosapentaenoic acid (epa),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-994/eicosapentaenoic-acid-epa
elderberry,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-434/elderberry
elderflower,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-708/elderflower
elecampane,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-2/elecampane
elemi,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-430/elemi
eleuthero,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-985/eleuthero
ellagic acid,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1074/ellagic-acid
elm bark,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-3/elm-bark
emu oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-825/emu-oil
english adder's tongue,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-640/english-adders-tongue
english horsemint,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-641/english-horsemint
english ivy,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-465/english-ivy
english walnut,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-127/english-walnut
ephedra,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-847/ephedra
epiandrosterone,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1633/epiandrosterone
epistane,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1634/epistane
equol,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1269/equol
ergot,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-431/ergot
ergothioneine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1183/ergothioneine
eryngo,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-6/eryngo
eucalyptus,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-700/eucalyptus
euphorbia cyparissias,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-422/euphorbia-cyparissias
euphorbia hirta,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-636/euphorbia-hirta
european barberry,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-433/european-barberry
european buckthorn,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-772/european-buckthorn
european chestnut,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-520/european-chestnut
european five-finger grass,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-132/european-five-finger-grass
european mandrake,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1021/european-mandrake
european mistletoe,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-917/european-mistletoe
eurycoma longifolia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1132/eurycoma-longifolia
evening primrose oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1006/evening-primrose-oil
evodia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1159/evodia
eyebright,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-109/eyebright
fadogia agrestis,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1162/fadogia-agrestis
false unicorn,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-193/false-unicorn
fennel,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-311/fennel
fenugreek,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-733/fenugreek
fermented milk,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1481/fermented-milk
fermented wheat germ extract,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1500/fermented-wheat-germ-extract
fever bark,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-443/fever-bark
feverfew,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-933/feverfew
ficin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-141/ficin
field scabious,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-444/field-scabious
fig,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-445/fig
figwort,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-446/figwort
fir,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-323/fir
fireweed,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-429/fireweed
fish oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-993/fish-oil
flaxseed,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-991/flaxseed
flaxseed oil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-990/flaxseed-oil
fluoride,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1068/fluoride
fly agaric mushroom,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-190/fly-agaric-mushroom
fo-ti,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-768/fo-ti
folic acid,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1017/folic-acid
fool's parsley,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-447/fools-parsley
forget-me-not,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-497/forget-me-not
forsythia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1103/forsythia
foxglove,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-287/foxglove
frankincense,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-448/frankincense
fringetree,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-449/fringetree
frostwort,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-208/frostwort
fructo-oligosaccharides (fos),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-450/fructo-oligosaccharides-fos
fulvic acid,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1320/fulvic-acid
fumitory,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-451/fumitory
galacto-oligosaccharides (gos),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1462/galacto-oligosaccharides-gos
galbanum,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-665/galbanum
galphimia glauca,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1511/galphimia-glauca
gamboge,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-666/gamboge
gamma butyrolactone (gbl),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-820/gamma-butyrolactone-gbl
gamma-aminobutyric acid (gaba),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-464/gamma-aminobutyric-acid-gaba
gamma-hydroxybutyrate (ghb),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-950/gamma-hydroxybutyrate-ghb
gamma-linolenic acid (gla),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-805/gamma-linolenic-acid-gla
gamma-oryzanol,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-770/gamma-oryzanol
garcinia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-818/garcinia
garden cress,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-453/garden-cress
gardenia,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1488/gardenia
garlic,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-300/garlic
gelatin,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1051/gelatin
gelsemium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-455/gelsemium
genistein combined polysaccharide,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1088/genistein-combined-polysaccharide
gentian,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-716/gentian
german chamomile,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-951/german-chamomile
german ipecac,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-668/german-ipecac
german sarsaparilla,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-458/german-sarsaparilla
germander,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-667/germander
germanium,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-459/germanium
ginger,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-961/ginger
ginkgo,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-333/ginkgo
globe flower,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-657/globe-flower
globemallow,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1456/globemallow
glossy privet,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-741/glossy-privet
glucomannan,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-205/glucomannan
glucosamine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-807/glucosamine
glucuronolactone,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1624/glucuronolactone
glutamine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-878/glutamine
glutathione,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-717/glutathione
glycerol,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-4/glycerol
glycine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1072/glycine
glycolic acid,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1685/glycolic-acid
glycomacropeptide,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1493/glycomacropeptide
glyconutrients,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1506/glyconutrients
goa powder,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-460/goa-powder
goat's rue,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-160/goats-rue
